old_ex_id,pack,source,source_line,source_status,report_reason,br_refs,tc_refs,all_ac_refs,active_ac_refs,candidate_class,final_disposition,authority,manual_resolution,archived_source,active_br_refs,br_ac_refs,live_tc_ac_refs,br_tc_intersection,proposed_ac
EX-0012-0140,spec-0012,.qfai/spec/spec-0012/05_Examples.md,303,,has no single derived criterion,BR-0012-0038,"TC-0012-0375,TC-0012-0385,TC-0012-0397,TC-0012-0404,TC-0012-0409,TC-0012-0410","AC-0012-0037,AC-0012-0044,AC-0012-0049,AC-0012-0051","AC-0012-0037,AC-0012-0044,AC-0012-0049,AC-0012-0051",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0012-0038,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0038,AC-0012-0049,"AC-0012-0037,AC-0012-0044,AC-0012-0049,AC-0012-0051",AC-0012-0049,AC-0012-0049
EX-0012-0143,spec-0012,.qfai/spec/spec-0012/05_Examples.md,324,,has no single derived criterion,BR-0012-0040,"TC-0012-0388,TC-0012-0390,TC-0012-0397","AC-0012-0049,AC-0012-0051,AC-0012-0083","AC-0012-0049,AC-0012-0051,AC-0012-0083",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0040,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0040,"AC-0012-0051,AC-0012-0083","AC-0012-0049,AC-0012-0051,AC-0012-0083","AC-0012-0051,AC-0012-0083",
EX-0012-0144,spec-0012,.qfai/spec/spec-0012/05_Examples.md,331,,has no single derived criterion,BR-0012-0040,"TC-0012-0389,TC-0012-0390","AC-0012-0051,AC-0012-0083","AC-0012-0051,AC-0012-0083",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0040,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0040,"AC-0012-0051,AC-0012-0083","AC-0012-0051,AC-0012-0083","AC-0012-0051,AC-0012-0083",
EX-0012-0145,spec-0012,.qfai/spec/spec-0012/05_Examples.md,338,,has no single derived criterion,BR-0012-0034,"TC-0012-0415,TC-0012-0416","AC-0012-0038,AC-0012-0045","AC-0012-0038,AC-0012-0045",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0012-0034,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0034,"AC-0012-0044,AC-0012-0045,AC-0012-0052","AC-0012-0038,AC-0012-0045",AC-0012-0045,AC-0012-0045
EX-0012-0148,spec-0012,.qfai/spec/spec-0012/05_Examples.md,359,,has no single derived criterion,BR-0012-0034,TC-0012-0419,"AC-0012-0037,AC-0012-0045,AC-0012-0049","AC-0012-0037,AC-0012-0045,AC-0012-0049",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0012-0034,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0034,"AC-0012-0044,AC-0012-0045,AC-0012-0052","AC-0012-0037,AC-0012-0045,AC-0012-0049",AC-0012-0045,AC-0012-0045
EX-0012-0152,spec-0012,.qfai/spec/spec-0012/05_Examples.md,387,,has no single derived criterion,BR-0012-0030,TC-0012-0423,"AC-0012-0037,AC-0012-0049","AC-0012-0037,AC-0012-0049",multiple_active_ac,retired_or_superseded,DEC-0266 and spec-0012/10_Plan.md,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0030,AC-0012-0040,"AC-0012-0037,AC-0012-0049",,
EX-0012-0153,spec-0012,.qfai/spec/spec-0012/05_Examples.md,394,,has no single derived criterion,BR-0012-0038,TC-0012-0424,"AC-0012-0045,AC-0012-0049","AC-0012-0045,AC-0012-0049",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0012-0038,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0038,AC-0012-0049,"AC-0012-0045,AC-0012-0049",AC-0012-0049,AC-0012-0049
EX-0012-0181,spec-0012,.qfai/spec/spec-0012/05_Examples.md,595,,has no single derived criterion,BR-0012-0060,"TC-0012-0471,TC-0012-0472","AC-0012-0072,AC-0012-0073","AC-0012-0072,AC-0012-0073",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0060,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0060,"AC-0012-0072,AC-0012-0073","AC-0012-0072,AC-0012-0073","AC-0012-0072,AC-0012-0073",
EX-0012-0182,spec-0012,.qfai/spec/spec-0012/05_Examples.md,602,,has no single derived criterion,BR-0012-0061,"TC-0012-0473,TC-0012-0474","AC-0012-0074,AC-0012-0075","AC-0012-0074,AC-0012-0075",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0061,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0061,"AC-0012-0074,AC-0012-0075","AC-0012-0074,AC-0012-0075","AC-0012-0074,AC-0012-0075",
EX-0012-0183,spec-0012,.qfai/spec/spec-0012/05_Examples.md,609,,has no single derived criterion,BR-0012-0062,"TC-0012-0475,TC-0012-0476","AC-0012-0076,AC-0012-0077","AC-0012-0076,AC-0012-0077",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0062,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0062,"AC-0012-0076,AC-0012-0077","AC-0012-0076,AC-0012-0077","AC-0012-0076,AC-0012-0077",
EX-0012-0184,spec-0012,.qfai/spec/spec-0012/05_Examples.md,616,,has no single derived criterion,BR-0012-0063,"TC-0012-0477,TC-0012-0478","AC-0012-0078,AC-0012-0079","AC-0012-0078,AC-0012-0079",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0063,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0063,"AC-0012-0078,AC-0012-0079","AC-0012-0078,AC-0012-0079","AC-0012-0078,AC-0012-0079",
EX-0012-0185,spec-0012,.qfai/spec/spec-0012/05_Examples.md,630,,has no single derived criterion,BR-0012-0064,"TC-0012-0479,TC-0012-0480","AC-0012-0080,AC-0012-0081","AC-0012-0080,AC-0012-0081",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0012-0064,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0012/05_Examples.md,BR-0012-0064,"AC-0012-0080,AC-0012-0081","AC-0012-0080,AC-0012-0081","AC-0012-0080,AC-0012-0081",
EX-0013-0001,spec-0013,.qfai/spec/spec-0013/05_Examples.md,3,,has no single derived criterion,BR-0013-0001,"TC-0013-0001,TC-0013-0002,TC-0013-0005,TC-0013-0007,TC-0013-0008,TC-0013-0021","AC-0013-0001,AC-0013-0002,AC-0013-0005,AC-0013-0007,AC-0013-0008","AC-0013-0007,AC-0013-0008",multiple_active_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0001,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,"AC-0013-0007,AC-0013-0008",,
EX-0013-0002,spec-0013,.qfai/spec/spec-0013/05_Examples.md,10,,has no single derived criterion,BR-0013-0002,"TC-0013-0004,TC-0013-0006","AC-0013-0004,AC-0013-0006",,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0002,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0005,spec-0013,.qfai/spec/spec-0013/05_Examples.md,34,,has no single derived criterion,BR-0013-0007,TC-0013-0010,AC-0013-0027,,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0007,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0006,spec-0013,.qfai/spec/spec-0013/05_Examples.md,41,,has no single derived criterion,BR-0013-0004,TC-0013-0011,AC-0013-0011,,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0004,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0007,spec-0013,.qfai/spec/spec-0013/05_Examples.md,49,,has no single derived criterion,BR-0013-0005,TC-0013-0012,AC-0013-0026,,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0005,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0008,spec-0013,.qfai/spec/spec-0013/05_Examples.md,57,,has no single derived criterion,BR-0013-0008,TC-0013-0013,AC-0013-0010,,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0008,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0010,spec-0013,.qfai/spec/spec-0013/05_Examples.md,64,,has no single derived criterion,BR-0013-0010,"TC-0013-0014,TC-0013-0015,TC-0013-0016,TC-0013-0017",AC-0013-0013,,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0010,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0009,spec-0013,.qfai/spec/spec-0013/05_Examples.md,71,,has no single derived criterion,BR-0013-0009,"TC-0013-0018,TC-0013-0019",AC-0013-0012,,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0009,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0013-0018,spec-0013,.qfai/spec/spec-0013/05_Examples.md,134,,has no single derived criterion,BR-0013-0018,"TC-0013-0030,TC-0013-0031","AC-0013-0022,AC-0013-0023",,only_retired_ac,retired_or_superseded,retired-rule-disposition.md#BR-0013-0018,Match the step-4 report to the approved BR/AC retirement and archive; do not migrate the old example.,.qfai/evidence/migration-spec-to-story/retired/spec-0013/05_Examples.md,,,,,
EX-0015-0001,spec-0015,.qfai/spec/spec-0015/05_Examples.md,3,,has no single derived criterion,BR-0015-0001,"TC-0015-0001,TC-0015-0002,TC-0015-0003,TC-0015-0009,TC-0015-0010,TC-0015-0015,TC-0015-0016","AC-0015-0001,AC-0015-0002,AC-0015-0003,AC-0015-0010,AC-0015-0023","AC-0015-0001,AC-0015-0002,AC-0015-0003,AC-0015-0010,AC-0015-0023",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0015-0001,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0015/05_Examples.md,BR-0015-0001,AC-0015-0001,"AC-0015-0001,AC-0015-0002,AC-0015-0003,AC-0015-0010,AC-0015-0023",AC-0015-0001,AC-0015-0001
EX-0015-0002,spec-0015,.qfai/spec/spec-0015/05_Examples.md,10,,has no single derived criterion,BR-0015-0004,"TC-0015-0004,TC-0015-0008","AC-0015-0004,AC-0015-0008","AC-0015-0004,AC-0015-0008",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0015-0004,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0015/05_Examples.md,BR-0015-0004,AC-0015-0004,"AC-0015-0004,AC-0015-0008",AC-0015-0004,AC-0015-0004
EX-0015-0004,spec-0015,.qfai/spec/spec-0015/05_Examples.md,24,,has no single derived criterion,BR-0015-0005,"TC-0015-0006,TC-0015-0007","AC-0015-0006,AC-0015-0007","AC-0015-0006,AC-0015-0007",multiple_active_ac,active_split_or_sdd_decision,plan.yaml#BR-0015-0005,Compare old example outcome with each live AC and TC. Split distinct outcomes into separate EXs or select one AC by /qfai-sdd; preserve old text and old-to-new provenance.,.qfai/evidence/migration-spec-to-story/retired/spec-0015/05_Examples.md,BR-0015-0005,"AC-0015-0006,AC-0015-0007","AC-0015-0006,AC-0015-0007","AC-0015-0006,AC-0015-0007",
EX-0016-0014,spec-0016,.qfai/spec/spec-0016/05_Examples.md,20,,has no single derived criterion,BR-0016-0010,"TC-0016-0013,TC-0016-0022","AC-0016-0012,AC-0016-0020","AC-0016-0012,AC-0016-0020",multiple_active_ac,active_single_br_tc_target,plan.yaml#BR-0016-0010,"Confirm source outcome against target AC; remove retired or unrelated TC links through SDD before rerunning step 4, or re-author one EX under the mapped AC after step 4.",.qfai/evidence/migration-spec-to-story/retired/spec-0016/05_Examples.md,BR-0016-0010,"AC-0016-0011,AC-0016-0012","AC-0016-0012,AC-0016-0020",AC-0016-0012,AC-0016-0012
